duration,director_facebook_likes,gross,movie_title,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,country,content_rating,budget,title_year,imdb_score,movie_facebook_likes,user_critic_ratio
119.0,116.0,8888143.0,"Mystery, Alaska",22250,2171,0.0,Canada,R,28000000.0,1999.0,6.7,913,
94.0,32.0,24268828.0,The Spy Next Door,29971,3436,4.0,USA,PG,28000000.0,2010.0,5.4,0,
89.0,23.0,8119205.0,A Simple Wish,4288,5535,3.0,USA,PG,28000000.0,1997.0,5.4,517,
98.0,0.0,8434601.0,Ghosts of Mars,43006,28867,5.0,USA,R,28000000.0,2001.0,4.9,0,
107.0,234.0,6998324.0,Our Brand Is Crisis,11476,3944,2.0,USA,R,28000000.0,2015.0,6.1,0,
108.0,23.0,10907291.0,Pride and Prejudice and Zombies,23775,4710,0.0,USA,G,28000000.0,2016.0,5.8,73000,
134.0,17000.0,5532301.0,Kundun,21606,4,0.0,USA,G,28000000.0,1997.0,7.0,0,
110.0,53.0,2775593.0,How to Lose Friends & Alienate People,61269,858,4.0,UK,R,27000000.0,2008.0,6.5,0,
103.0,65.0,28751715.0,Kick-Ass 2,202967,19168,0.0,USA,R,28000000.0,2013.0,6.6,36000,
100.0,11.0,20285518.0,Brick Mansions,32103,25387,2.0,France,G,28000000.0,2014.0,5.7,0,
131.0,46.0,67900000.0,Octopussy,74374,1898,0.0,UK,PG,27500000.0,1983.0,6.6,0,
133.0,0.0,148734225.0,Knocked Up,298590,12874,2.0,USA,R,30000000.0,2007.0,7.0,0,0.4490161001788909
109.0,415.0,49185998.0,My Sister's Keeper,74476,1775,2.0,USA,G,30000000.0,2009.0,7.4,15000,
114.0,92.0,42168445.0,"Welcome Home, Roscoe Jenkins",10791,3565,3.0,USA,G,35000000.0,2008.0,5.3,464,
164.0,767.0,26400000.0,A Passage to India,12980,1334,0.0,UK,PG,16000000.0,1984.0,7.4,845,
92.0,14.0,17508670.0,Notes on a Scandal,64625,646,0.0,UK,R,15000000.0,2006.0,7.4,0,
122.0,151.0,9664316.0,Rendition,47203,50950,2.0,USA,R,27500000.0,2007.0,6.8,0,
110.0,120.0,74888996.0,Star Trek VI: The Undiscovered Country,55513,16230,0.0,USA,PG,30000000.0,1991.0,7.2,0,
116.0,144.0,69586544.0,Divine Secrets of the Ya-Ya Sisterhood,15352,3845,4.0,USA,G,27000000.0,2002.0,6.0,0,
115.0,39.0,60491560.0,Kiss the Girls,50653,14322,1.0,USA,R,27000000.0,1997.0,6.6,0,
148.0,644.0,54200000.0,The Blues Brothers,142448,2566,1.0,USA,R,27000000.0,1980.0,7.9,14000,
118.0,650.0,30920167.0,Joyful Noise,6476,3389,4.0,USA,G,25000000.0,2012.0,5.7,0,
101.0,129.0,40566655.0,About a Boy,144021,74,0.0,UK,G,30000000.0,2002.0,7.1,0,
82.0,49.0,31768374.0,Lake Placid,42761,3313,0.0,USA,R,27000000.0,1999.0,5.6,2000,
110.0,118.0,22494487.0,Lucky Number Slevin,262153,26451,3.0,Germany,R,27000000.0,2006.0,7.8,10000,
193.0,133.0,21500000.0,The Right Stuff,45271,6341,0.0,USA,PG,27000000.0,1983.0,7.9,0,
130.0,776.0,4463292.0,Anonymous,34488,2452,3.0,UK,G,30000000.0,2011.0,6.9,15000,
111.0,295.0,14337579.0,Dark City,156929,4696,1.0,Other,R,27000000.0,1998.0,7.7,14000,
110.0,10.0,13823741.0,The Duchess,61777,6420,3.0,UK,G,13500000.0,2008.0,6.9,0,
123.0,0.0,10297897.0,The Newton Boys,8309,11969,4.0,USA,G,27000000.0,1998.0,6.0,315,
109.0,22.0,13248477.0,Case 39,60555,15790,1.0,USA,R,27000000.0,2009.0,6.2,0,
99.0,54.0,8712564.0,Suspect Zero,16555,1721,0.0,USA,R,27000000.0,2004.0,5.9,817,
106.0,43.0,7486906.0,Martian Child,17436,2495,0.0,USA,PG,27000000.0,2007.0,6.8,0,
89.0,0.0,38536376.0,Spy Kids: All the Time in the World in 4D,15866,4311,5.0,USA,PG,27000000.0,2011.0,3.6,0,
98.0,0.0,41008532.0,Money Monster,19611,10894,1.0,USA,R,27000000.0,2016.0,6.7,0,
93.0,31.0,5204007.0,Formula 51,42876,1044,2.0,UK,R,28000000.0,2001.0,6.3,0,
112.0,541.0,4485485.0,Flawless,14612,46022,1.0,USA,R,15000000.0,1999.0,6.4,0,
101.0,212.0,4476235.0,Mindhunters,49405,4186,0.0,USA,R,27000000.0,2004.0,6.4,2000,
104.0,272.0,1089365.0,What Just Happened,23767,71973,1.0,USA,R,25000000.0,2008.0,5.7,845,
120.0,278.0,763044.0,The Statement,4257,3286,4.0,Canada,R,23000000.0,2003.0,6.2,188,
91.0,41.0,20819129.0,Paul Blart: Mall Cop,84209,2954,1.0,USA,PG,26000000.0,2009.0,5.2,0,
97.0,70.0,110222438.0,Freaky Friday,96693,3984,2.0,USA,PG,26000000.0,2003.0,6.1,0,
133.0,0.0,109243478.0,The 40-Year-Old Virgin,313797,8341,1.0,USA,R,26000000.0,2005.0,7.1,0,
123.0,108.0,100241322.0,Shakespeare in Love,175524,1690,0.0,USA,R,25000000.0,1998.0,7.2,0,
114.0,71.0,25977365.0,A Walk Among the Tombstones,87950,15428,0.0,USA,R,28000000.0,2014.0,6.5,15000,
111.0,425.0,91457688.0,Kindergarten Cop,107801,2403,4.0,USA,G,26000000.0,1990.0,6.0,0,
117.0,234.0,87341380.0,Pineapple Express,255257,15590,3.0,USA,R,27000000.0,2008.0,7.0,0,
121.0,72.0,65703412.0,Ever After: A Cinderella Story,57958,2747,1.0,USA,G,26000000.0,1998.0,7.0,0,
139.0,0.0,58328680.0,Open Range,54096,5458,0.0,USA,R,22000000.0,2003.0,7.5,0,
115.0,541.0,61490000.0,Flatliners,62037,10493,5.0,USA,R,26000000.0,1990.0,6.6,0,
85.0,0.0,57859105.0,Red Eye,94108,1090,0.0,USA,G,26000000.0,2005.0,6.5,0,
90.0,160.0,46455802.0,Final Destination 2,120786,3172,0.0,USA,R,26000000.0,2003.0,6.2,0,
107.0,0.0,45506619.0,"O Brother, Where Art Thou?",225102,3066,3.0,UK,G,26000000.0,2000.0,7.8,16000,
100.0,124.0,40168080.0,Legion,80870,3889,0.0,USA,R,26000000.0,2010.0,5.2,0,
129.0,0.0,49874933.0,Pain & Gain,161168,13573,4.0,USA,R,26000000.0,2013.0,6.5,43000,
109.0,80.0,45489752.0,In Good Company,48973,28493,2.0,USA,G,26000000.0,2004.0,6.5,736,
94.0,906.0,36985501.0,Clockstoppers,11212,3917,0.0,USA,PG,26000000.0,2002.0,5.2,874,
133.0,759.0,33200000.0,Silverado,28247,1154,4.0,USA,G,26000000.0,1985.0,7.2,0,
105.0,260.0,28501651.0,Brothers,88035,42473,0.0,USA,R,26000000.0,2009.0,7.1,10000,
100.0,8.0,23222861.0,Agent Cody Banks 2: Destination London,11092,3742,4.0,USA,PG,26000000.0,2004.0,4.5,167,
113.0,0.0,54540525.0,New Year's Eve,66579,23456,15.0,USA,G,56000000.0,2011.0,5.7,20000,
118.0,49.0,16252765.0,Original Sin,44913,11662,1.0,France,R,42000000.0,2001.0,6.0,3000,
110.0,160.0,16005978.0,The Raven,72886,2356,1.0,USA,R,26000000.0,2012.0,6.4,35000,
110.0,80.0,14469428.0,Welcome to Mooseport,10667,2466,2.0,USA,G,26000000.0,2004.0,5.2,260,
99.0,5.0,13829734.0,Highlander: The Final Dimension,16194,2960,0.0,Canada,G,26000000.0,1994.0,4.3,319,
101.0,30.0,1075288.0,Blood and Wine,7772,2228,3.0,USA,R,22000000.0,1996.0,6.1,145,
103.0,11000.0,7496522.0,The Curse of the Jade Scorpion,31798,12534,0.0,USA,G,26000000.0,2001.0,6.8,826,
95.0,0.0,20047715.0,Flipper,8008,616,1.0,USA,PG,25530000.0,1996.0,5.2,504,
117.0,763.0,12276810.0,Self/less,57674,17847,0.0,USA,G,26000000.0,2015.0,6.5,11000,
129.0,353.0,33565375.0,The Constant Gardener,111351,1565,0.0,UK,R,15000000.0,2005.0,7.5,0,
120.0,0.0,499263.0,The Passion of the Christ,179235,705,0.0,USA,R,30000000.0,2004.0,7.1,13000,
125.0,0.0,219200000.0,Mrs. Doubtfire,181380,52201,5.0,USA,G,25000000.0,1993.0,6.9,0,0.2556053811659193
133.0,272.0,172825435.0,Rain Man,383784,12285,3.0,USA,R,25000000.0,1988.0,8.0,12000,0.3021148036253776
116.0,16000.0,148085755.0,Gran Torino,561773,17347,0.0,USA,R,33000000.0,2008.0,8.2,28000,0.42020665901262916
129.0,0.0,25517500.0,W.,40941,4264,1.0,USA,G,25100000.0,2008.0,6.4,0,
93.0,180.0,145000989.0,Taken,483756,16461,0.0,France,G,25000000.0,2008.0,7.9,29000,0.31724845995893225
118.0,97.0,26761283.0,The Best of Me,43084,3197,0.0,USA,G,26000000.0,2014.0,6.7,19000,
129.0,81.0,121945720.0,The Bodyguard,89972,2551,0.0,USA,R,25000000.0,1992.0,6.1,0,
185.0,14000.0,96067179.0,Schindler's List,865020,15233,0.0,USA,R,22000000.0,1993.0,8.9,41000,
146.0,150.0,169705587.0,The Help,318955,23227,2.0,USA,G,25000000.0,2011.0,8.1,75000,0.8108695652173913
128.0,386.0,3254172.0,The Fifth Estate,29282,36337,1.0,USA,R,28000000.0,2013.0,6.2,11000,
93.0,67.0,84185387.0,Scooby-Doo 2: Monsters Unleashed,33180,7800,0.0,USA,PG,80000000.0,2004.0,4.9,567,
97.0,31.0,82163317.0,Freddy vs. Jason,89101,4692,0.0,USA,R,30000000.0,2003.0,5.8,3000,
82.0,8.0,80920948.0,Jimmy Neutron: Boy Genius,23943,2251,0.0,USA,G,30000000.0,2001.0,6.0,425,
85.0,198.0,80034302.0,Cloverfield,296787,3958,0.0,USA,G,25000000.0,2008.0,7.0,0,
88.0,34.0,78656813.0,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,42765,2501,0.0,USA,PG,25000000.0,1991.0,6.0,0,
119.0,0.0,76270454.0,The Untouchables,219008,22767,1.0,USA,R,25000000.0,1987.0,7.9,0,
122.0,1000.0,74273505.0,No Country for Old Men,612060,4738,0.0,USA,R,25000000.0,2007.0,8.1,21000,
99.0,167.0,134141530.0,Ride Along,75903,2394,1.0,USA,G,25000000.0,2014.0,6.2,0,1.3394495412844036
97.0,11.0,71500556.0,Bridget Jones's Diary,171568,16999,3.0,UK,R,26000000.0,2001.0,6.7,0,
121.0,529.0,71309760.0,Chocolat,150308,1323,1.0,UK,G,25000000.0,2000.0,7.3,18000,
95.0,0.0,89808372.0,"Legally Blonde 2: Red, White & Blonde",46417,3500,2.0,USA,G,45000000.0,2003.0,4.6,660,
105.0,99.0,77264926.0,Parental Guidance,21176,5740,5.0,USA,PG,25000000.0,2012.0,6.1,0,
108.0,425.0,70625986.0,No Strings Attached,168717,22739,1.0,USA,R,25000000.0,2011.0,6.2,24000,
134.0,170.0,56505065.0,Tombstone,95241,4453,0.0,USA,R,25000000.0,1993.0,7.8,11000,
115.0,43.0,55973336.0,Romeo Must Die,57040,9082,1.0,USA,R,25000000.0,2000.0,6.1,0,
86.0,70.0,54098051.0,Final Destination 3,102861,2420,0.0,Germany,R,25000000.0,2006.0,5.8,0,
101.0,96.0,60443237.0,The Lucky One,76882,1852,0.0,USA,G,25000000.0,2012.0,6.5,29000,
96.0,47.0,82234139.0,Bridge to Terabithia,110390,28071,3.0,USA,PG,17000000.0,2007.0,7.2,6000,
101.0,395.0,51676606.0,Finding Neverland,174591,58823,1.0,USA,PG,25000000.0,2004.0,7.8,0,
100.0,0.0,52528330.0,A Madea Christmas,4265,3202,0.0,USA,G,25000000.0,2013.0,4.7,0,
117.0,248.0,51533608.0,The Grey,203111,16606,1.0,USA,R,25000000.0,2011.0,6.8,32000,
101.0,21.0,51097664.0,Hide and Seek,70205,23328,0.0,USA,R,30000000.0,2005.0,5.9,0,
98.0,285.0,84136909.0,Anchorman: The Legend of Ron Burgundy,267921,656730,5.0,USA,G,26000000.0,2004.0,7.2,0,
146.0,17000.0,46836394.0,Goodfellas,728685,24783,3.0,USA,R,25000000.0,1990.0,8.7,25000,
102.0,91.0,47285499.0,Agent Cody Banks,26755,3037,3.0,USA,PG,26000000.0,2003.0,5.0,542,
97.0,52.0,47124400.0,Nanny McPhee,49676,17278,0.0,USA,PG,25000000.0,2005.0,6.6,0,
142.0,0.0,44700000.0,Scarface,537442,16464,0.0,USA,R,25000000.0,1983.0,8.3,19000,
98.0,176.0,44455658.0,Nothing to Lose,36253,2457,2.0,USA,R,25000000.0,1997.0,6.7,0,
219.0,973.0,43984230.0,The Last Emperor,70274,2451,0.0,Other,G,23000000.0,1987.0,7.8,0,
109.0,175.0,66489425.0,Contraband,101977,26625,3.0,USA,R,25000000.0,2012.0,6.5,0,
97.0,420.0,41067398.0,Money Talks,22748,2530,2.0,USA,R,25000000.0,1997.0,6.1,666,
158.0,0.0,40218903.0,There Will Be Blood,372990,533,0.0,USA,R,25000000.0,2007.0,8.1,16000,
85.0,0.0,39880476.0,The Wild Thornberrys Movie,12218,2908,0.0,USA,PG,25000000.0,2002.0,5.2,187,
80.0,0.0,39399750.0,Rugrats Go Wild,5674,3017,0.0,USA,PG,25000000.0,2003.0,5.6,329,
86.0,92.0,38230435.0,Undercover Brother,29661,3001,3.0,USA,G,25000000.0,2002.0,5.8,0,
119.0,42.0,39008741.0,The Sisterhood of the Traveling Pants,44838,6862,0.0,USA,PG,25000000.0,2005.0,6.6,0,
98.0,20.0,36833473.0,Kiss of the Dragon,53126,7945,1.0,France,R,25000000.0,2001.0,6.6,0,
97.0,29.0,48237389.0,The House Bunny,63969,18789,1.0,USA,G,25000000.0,2008.0,5.5,0,
124.0,44.0,36447959.0,Million Dollar Arm,35833,6393,0.0,USA,PG,25000000.0,2014.0,7.0,10000,
97.0,176.0,45089048.0,The Giver,86251,36064,3.0,Other,G,25000000.0,2014.0,6.5,58000,
105.0,29.0,35990505.0,What a Girl Wants,48095,16400,1.0,USA,PG,20000000.0,2003.0,5.8,0,
104.0,108.0,35143332.0,Jeepers Creepers II,45102,1340,0.0,USA,R,17000000.0,2003.0,5.6,0,
101.0,7.0,35000629.0,Good Luck Chuck,74622,2822,1.0,USA,R,25000000.0,2007.0,5.6,0,
101.0,43.0,34604054.0,Cradle 2 the Grave,34942,6867,2.0,USA,R,30000000.0,2003.0,5.8,1000,
114.0,335.0,41597830.0,The Hours,102123,12624,3.0,USA,G,25000000.0,2002.0,7.6,0,
105.0,99.0,33687630.0,She's the Man,116762,20109,0.0,USA,G,20000000.0,2006.0,6.4,0,
90.0,68.0,32553210.0,Mr. Bean's Holiday,88714,794,0.0,UK,PG,25000000.0,2007.0,6.3,0,
97.0,27.0,31526393.0,Anacondas: The Hunt for the Blood Orchid,22243,2730,0.0,USA,G,25000000.0,2004.0,4.6,686,
144.0,0.0,41229.0,Blood Ties,14612,18442,6.0,France,R,25500000.0,2013.0,6.5,0,
114.0,59.0,31655091.0,August Rush,87331,50927,0.0,USA,PG,30000000.0,2007.0,7.5,18000,
124.0,159.0,30012990.0,Elizabeth,75973,1006,1.0,UK,R,25000000.0,1998.0,7.5,0,
89.0,31.0,32368960.0,Bride of Chucky,39768,667,0.0,Canada,R,25000000.0,1998.0,5.3,0,
93.0,14.0,29247405.0,Spice World,28377,2176,1.0,UK,PG,25000000.0,1997.0,3.3,0,
88.0,82.0,25615792.0,Dance Flick,10161,4378,0.0,USA,G,25000000.0,2009.0,3.5,657,
142.0,0.0,28341469.0,The Shawshank Redemption,1689764,13495,0.0,USA,R,25000000.0,1994.0,9.3,108000,
92.0,23.0,25590119.0,Crocodile Dundee in Los Angeles,19699,1315,0.0,Other,PG,21150000.0,2001.0,4.8,387,
117.0,101.0,24944213.0,Kingpin,63459,16937,2.0,USA,G,27000000.0,1996.0,6.9,3000,
111.0,81.0,33631221.0,The Gambler,48559,3784,1.0,USA,R,25000000.0,2014.0,6.0,0,
121.0,53.0,37738400.0,August: Osage County,67797,39690,3.0,USA,R,25000000.0,2013.0,7.3,30000,
107.0,13.0,21835784.0,A Lot Like Love,58297,1095,3.0,USA,G,30000000.0,2005.0,6.6,0,
106.0,452.0,15785632.0,Eddie the Eagle,32507,21195,3.0,UK,G,23000000.0,2016.0,7.5,15000,
136.0,0.0,21554585.0,He Got Game,36108,37315,0.0,USA,R,25000000.0,1998.0,6.9,0,
97.0,19.0,22200000.0,Don Juan DeMarco,41310,52122,3.0,USA,G,25000000.0,1994.0,6.8,0,
108.0,529.0,80014842.0,Dear John,104356,19945,1.4218132536055639,USA,G,25000000.0,2010.0,6.3,14000,
97.0,41.0,23527955.0,The Losers,74691,12841,1.0,USA,G,25000000.0,2010.0,6.4,0,
99.0,24.0,24042490.0,Don't Be Afraid of the Dark,40776,3744,1.0,USA,R,25000000.0,2010.0,5.6,10000,
103.0,5.0,22466994.0,War,72673,33565,0.0,USA,R,25000000.0,2007.0,6.3,0,
95.0,0.0,17791031.0,Punch-Drunk Love,109855,11994,0.0,USA,R,25000000.0,2002.0,7.3,0,
93.0,17.0,17718223.0,EuroTrip,162067,14180,5.0,USA,R,25000000.0,2004.0,6.6,0,
98.0,70.0,15361537.0,Half Past Dead,12263,1855,0.0,Germany,G,13000000.0,2002.0,4.6,564,
90.0,176.0,16647384.0,Unaccompanied Minors,8398,4431,1.0,USA,PG,26000000.0,2006.0,5.1,498,
107.0,21.0,16118077.0,"Bright Lights, Big City",5817,3067,0.0,USA,R,25000000.0,1988.0,5.6,377,
90.0,48.0,15091542.0,The Adventures of Pinocchio,4086,2465,2.0,UK,G,25000000.0,1996.0,5.3,246,
115.0,219.0,15045676.0,The Box,76303,2466,1.0,USA,G,16000000.0,2009.0,5.6,0,
93.0,27.0,17427926.0,The Ruins,60062,1749,0.0,USA,R,8000000.0,2008.0,5.9,0,
99.0,154.0,14983572.0,The Next Best Thing,9361,2498,1.0,USA,G,25000000.0,2000.0,4.7,378,
107.0,0.0,14637490.0,My Soul to Take,16411,2537,2.0,USA,R,25000000.0,2010.0,4.8,0,
110.0,42.0,14589444.0,The Girl Next Door,171151,911,2.0,USA,R,25000000.0,2004.0,6.8,0,
101.0,17.0,14095303.0,Maximum Risk,15814,1634,1.0,USA,R,25000000.0,1996.0,5.4,503,
85.0,54.0,13973532.0,Stealing Harvard,11211,3065,1.0,USA,G,25000000.0,2002.0,5.1,215,
132.0,241.0,1865774.0,Legend,87682,27659,2.0,UK,R,30000000.0,2015.0,7.0,43000,
90.0,160.0,18860403.0,Shark Night 3D,20823,4952,0.0,USA,G,25000000.0,2011.0,4.0,0,
145.0,317.0,13038660.0,Angela's Ashes,16995,1282,1.0,USA,R,25000000.0,1999.0,7.3,0,
110.0,425.0,28831145.0,Draft Day,39357,3757,1.0,USA,R,25000000.0,2014.0,6.8,14000,
122.0,0.0,11538204.0,The Conspirator,23696,21163,0.0,USA,G,25000000.0,2010.0,7.0,0,
107.0,308.0,11008432.0,Lords of Dogtown,43903,16651,0.0,USA,G,25000000.0,2005.0,7.1,5000,
127.0,36.0,12188642.0,The 33,21098,2230,7.0,Other,G,26000000.0,2015.0,6.9,0,
99.0,0.0,11100000.0,Big Trouble in Little China,92464,896,1.0,USA,G,25000000.0,1986.0,7.3,19000,
140.0,149.0,13651662.0,Warrior,332276,29692,1.0,USA,G,25000000.0,2011.0,8.2,77000,
133.0,277.0,11030963.0,Michael Collins,24145,48482,2.0,UK,R,28000000.0,1996.0,7.1,0,
271.0,33.0,10769960.0,Gettysburg,21940,2107,0.0,USA,PG,25000000.0,1993.0,7.7,0,
112.0,108.0,10911750.0,Stop-Loss,17757,43560,2.0,USA,R,25000000.0,2008.0,6.5,982,
99.0,79.0,10719367.0,Abandon,7909,28987,3.0,USA,G,25000000.0,2002.0,4.9,261,
100.0,57.0,10114315.0,Brokedown Palace,18693,582,0.0,USA,G,25000000.0,1999.0,6.4,0,
92.0,30.0,49122319.0,The Possession,47169,2348,0.0,USA,G,14000000.0,2012.0,5.9,17000,
105.0,121.0,10070000.0,Mrs. Winterbourne,5668,5023,3.0,USA,G,25000000.0,1996.0,6.2,491,
110.0,37.0,10324441.0,Straw Dogs,27117,11431,1.0,USA,R,25000000.0,2011.0,5.8,7000,
116.0,529.0,7156933.0,The Hoax,14581,1134,0.0,USA,R,25000000.0,2006.0,6.7,348,
88.0,22.0,9286314.0,Stone Cold,4972,583,1.0,USA,R,17000000.0,1991.0,5.9,0,
111.0,214.0,56692.0,The Road,177401,23566,2.0,USA,R,25000000.0,2009.0,7.3,32000,
95.0,32.0,5654777.0,Underclassman,4875,2165,3.0,USA,G,25000000.0,2005.0,4.1,206,
95.0,6.0,5516708.0,Say It Isn't So,11375,2413,2.0,USA,R,25000000.0,2001.0,4.9,295,
127.0,79.0,5128124.0,The World's Fastest Indian,44198,12574,1.0,Other,G,25000000.0,2005.0,7.9,11000,
104.0,54.0,4064333.0,Tank Girl,24790,9662,0.0,USA,R,25000000.0,1995.0,5.2,0,
95.0,2.0,4006906.0,King's Ransom,3229,4990,7.0,USA,G,15000000.0,2005.0,4.1,83,
121.0,353.0,3073392.0,Blindness,59462,142,0.0,Canada,R,25000000.0,2008.0,6.6,0,
92.0,892.0,1550000.0,BloodRayne,30628,2930,2.0,USA,R,25000000.0,2005.0,2.9,937,
107.0,460.0,871527.0,Where the Truth Lies,14982,16090,2.0,Canada,R,25000000.0,2005.0,6.5,507,
117.0,162.0,777423.0,Without Limits,5841,4351,0.0,USA,G,25000000.0,1998.0,7.2,942,
107.0,0.0,1186957.0,Me and Orson Welles,9264,1591,3.0,UK,G,25000000.0,2008.0,6.8,0,
131.0,911.0,85433.0,The Best Offer,69676,5954,2.0,Other,R,13500000.0,2013.0,7.8,31000,
122.0,0.0,1697956.0,Bad Lieutenant: Port of Call New Orleans,64944,13809,2.0,USA,R,20000000.0,2009.0,6.7,6000,
134.0,0.0,183662.0,Little White Lies,18395,890,6.0,France,R,25000000.0,2010.0,7.1,0,
117.0,138.0,134904.0,Love Ranch,2395,3204,9.0,USA,R,25000000.0,2010.0,5.7,636,
138.0,0.0,16969390.0,The Counselor,80861,27797,4.0,USA,R,25000000.0,2013.0,5.3,24000,
119.0,350.0,34700000.0,Dangerous Liaisons,52846,35501,2.0,USA,R,14000000.0,1988.0,7.7,0,
137.0,179.0,717753.0,On the Road,33107,33747,4.0,France,R,25000000.0,2012.0,6.1,27000,
119.0,12000.0,109713132.0,Star Trek IV: The Voyage Home,61621,15449,5.0,USA,PG,25000000.0,1986.0,7.3,0,
139.0,13000.0,70269171.0,Rocky Balboa,162130,15111,0.0,USA,PG,24000000.0,2006.0,7.2,0,
120.0,0.0,101334374.0,Scream 2,124941,2321,5.0,USA,R,24000000.0,1997.0,6.1,0,
98.0,149.0,1512815.0,Jane Got a Gun,8885,21414,0.0,USA,R,25000000.0,2016.0,5.8,0,
106.0,167.0,65182182.0,Think Like a Man Too,15310,4830,8.0,USA,G,24000000.0,2014.0,5.7,3000,
98.0,36.0,57262492.0,The Whole Nine Yards,90374,17582,4.0,USA,R,24000000.0,2000.0,6.7,0,
107.0,71.0,80000000.0,Footloose,51459,1962,0.0,USA,PG,8200000.0,1984.0,6.5,0,
88.0,480.0,74608545.0,Old School,185258,10325,4.0,USA,R,24000000.0,2003.0,7.2,0,
137.0,0.0,41895491.0,The Fisher King,63274,12947,1.0,USA,R,24000000.0,1991.0,7.6,12000,
100.0,41.0,39989008.0,I Still Know What You Did Last Summer,55398,49847,2.0,USA,R,24000000.0,1998.0,4.6,891,
115.0,597.0,32662299.0,Return to Me,16469,3946,1.0,USA,PG,24000000.0,2000.0,6.9,0,
101.0,0.0,31452765.0,Zack and Miri Make a Porno,149835,638,7.0,USA,R,24000000.0,2008.0,6.6,0,
110.0,119.0,25167270.0,Nurse Betty,30119,12254,4.0,Germany,R,24000000.0,2000.0,6.3,455,
94.0,293.0,32416109.0,The Men Who Stare at Goats,109620,32474,0.0,USA,R,25000000.0,2009.0,6.2,15000,
88.0,269.0,20218.0,Double Take,5431,2557,2.0,USA,G,24000000.0,2001.0,5.3,204,
127.0,446.0,28871190.0,"Girl, Interrupted",125421,13433,0.0,USA,R,24000000.0,1999.0,7.3,0,
95.0,126.0,16964743.0,Win a Date with Tad Hamilton!,22844,4681,1.0,USA,G,24000000.0,2004.0,5.6,876,
87.0,25.0,16290976.0,Muppets from Space,14637,3243,0.0,USA,G,24000000.0,1999.0,6.2,619,
107.0,48.0,12372410.0,Ready to Rumble,11709,4971,1.0,USA,G,24000000.0,2000.0,5.3,650,
124.0,41.0,8427204.0,Play It to the Bone,10100,1523,0.0,USA,R,24000000.0,1999.0,5.4,153,
89.0,41.0,9639242.0,I Don't Know How She Does It,16437,5470,0.0,USA,G,24000000.0,2011.0,4.9,0,
88.0,192.0,25003072.0,Piranha 3D,72552,5737,0.0,USA,R,24000000.0,2010.0,5.5,13000,
118.0,18000.0,6144806.0,Beyond the Sea,12821,23689,1.0,USA,G,23000000.0,2004.0,6.7,0,
93.0,9.0,4308981.0,Meet the Deedles,2265,24436,2.0,USA,PG,24000000.0,1998.0,3.9,839,
80.0,18.0,669276.0,The Princess and the Cobbler,2541,1088,0.0,UK,G,28000000.0,1993.0,7.2,408,
120.0,6.0,42880.0,The Bridge of San Luis Rey,2919,23769,3.0,UK,PG,24000000.0,2004.0,5.1,181,
98.0,88.0,23225911.0,Faster,80574,14699,1.0,USA,R,24000000.0,2010.0,6.5,12000,
119.0,6000.0,4710455.0,Howl's Moving Castle,214091,24263,0.0,Other,PG,24000000.0,2004.0,8.2,13000,
88.0,181.0,75590286.0,Zombieland,386217,28011,4.0,USA,R,23600000.0,2009.0,7.7,26000,
90.0,153.0,161487252.0,The Waterboy,119450,13823,0.0,USA,G,20000000.0,1998.0,6.1,0,0.36
127.0,883.0,290158751.0,Star Wars: Episode V - The Empire Strikes Back,837759,12643,0.0,USA,PG,18000000.0,1980.0,8.8,17000,0.2477777777777778
119.0,0.0,65807024.0,Bad Boys,172405,11013,0.0,USA,R,19000000.0,1995.0,6.8,0,
85.0,119.0,86930411.0,The Naked Gun 2½: The Smell of Fear,83269,3847,6.0,USA,G,23000000.0,1991.0,6.8,0,
98.0,70.0,53302314.0,Final Destination,181058,3345,1.0,USA,R,23000000.0,2000.0,6.7,0,
101.0,0.0,40962534.0,The Ides of March,188652,57077,1.0,USA,R,12500000.0,2011.0,7.1,22000,
112.0,123.0,39235088.0,Pitch Black,193962,16196,0.0,USA,R,23000000.0,2000.0,7.1,5000,
97.0,956.0,27338033.0,Someone Like You...,19709,20798,3.0,USA,G,23000000.0,2001.0,6.1,0,
126.0,0.0,25556065.0,Her,355126,19359,1.0,USA,R,23000000.0,2013.0,8.0,148000,
97.0,131.0,21973182.0,Joy Ride,53415,23242,2.0,USA,R,23000000.0,2001.0,6.6,0,
100.0,3.0,4756.0,The Adventurer: The Curse of the Midas Box,4191,2450,4.0,UK,PG,25000000.0,2013.0,5.4,0,
114.0,61.0,18653615.0,Anywhere But Here,14786,22040,2.0,USA,G,23000000.0,1999.0,6.1,638,
88.0,12.0,13019253.0,The Crew,3914,1509,4.0,USA,G,23000000.0,2000.0,5.6,153,
93.0,0.0,18934858.0,Haywire,72646,31187,5.0,Other,R,23000000.0,2011.0,5.8,0,
92.0,114.0,20763013.0,Jaws: The Revenge,30840,2355,0.0,USA,G,23000000.0,1987.0,2.8,0,
98.0,4.0,12782508.0,Marvin's Room,20163,63194,2.0,USA,G,23000000.0,1996.0,6.7,1000,
94.0,258.0,11508423.0,The Longshots,3174,2453,2.0,USA,PG,23000000.0,2008.0,5.1,376,
102.0,277.0,10660147.0,The End of the Affair,17740,672,0.0,UK,R,23000000.0,1999.0,7.2,0,
